"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"1526","9223","2","9th","Male","test","4","0","Catalog","Athens","GA",,"30606-4133",,,,,"Enrolled","01-27-2022","05-21-2022","01-27-2022, 03-02-2022, 05-08-2022","Yes",,,,,,,"Enrolled",
"1527","6954","16","9th","Female","Kent Denver","4","1","Friend","Englewood","CO","United States","80111",,"ICE 3A","Iceland 3",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Met expectations","Too Short","Yes","SPM; CRO","Off the Charts (Highest)","Enrolled","MAD 3"
"1528","8905","14","7th","Male","Northwestern Middle School","1","0","Friend","Alpharetta","GA",,"30004",,"CAL 2A","California 2",,"Enrolled","01-11-2022","01-11-2022",,"No","2","Did not meet expectations","Just Right","Not Sure","MAU, CAN","1","Alumni",
"1529","6644","17","10th","Female","Memorial High School","2","0","Friend","Houston","TX",,"77024",,"CRO 3A","Croatia 3",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KEZ; CHA","Off the Charts (Highest)","Alumni",
"1530","8799","17","10th","Female","Aspen High School","1","0","Friend","Aspen","CO",,"81611",,"SAF 3A","South Africa 3",,"Enrolled","09-16-2021","12-20-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Not Sure","THA","5","Alumni",
"1531","5097","18","11th","Male","The Bullis School","2","2","Family","Potomac","MD",,"20854",,"KEZ 3B","Kenya + Zanzibar 3","2","Enrolled","08-12-2021","01-27-2022","01-27-2022","Yes","5","Exceeded expectations","Just Right","Not Sure","MYS","5","Alumni",
"1532","5096","18","11th","Male","The Bullis School","2","2","Family","Potomac","MD",,"20854",,"KEZ 3B","Kenya + Zanzibar 3","2","Enrolled","08-12-2021","01-27-2022","01-27-2022","Yes","5","Met expectations","Too Short","Not Sure",,"5","Alumni",
"1533","5648","15","8th","Male","Sidwell Friends School","3","2","Family","Potomac","MD",,"20854",,"BCR 2C","Belize+Costa Rica 2","2","Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MAU, FIJ, HWI","5","Enrolled","SAF 3A"
"1534","9687","14","6th","Male","Stuart hall school for boys","1","0","Friend","River Ridge","LA",,"70123",,"COT 1B","Colorado Trail 1",,"Enrolled","04-18-2022","04-22-2022",,"No","4","Met expectations","Just Right","No",,"4","Alumni",
"1535","5328","18","11th","Male","The Westminster Schools","2","2","I'm a Moondance Alumni","Atlanta","GA",,"30327",,"YEL 3","Yellowstone 3",,"Enrolled","08-12-2021","07-10-2022","06-30-2022","No","5","Met expectations","Too Short","Not Sure","MYS; NLT","Off the Charts (Highest)","Alumni",
"1536","7291","14","7th","Male","Charleston Day School","1","1","Family","Mount Pleasant","SC",,"29464",,"BCO 3B","British Columbia 3","1","Enrolled","10-04-2021","10-05-2021","10-04-2021, 10-05-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,,"Alumni",
"1537","8937","13","6th","Female","Charleston Day School","2","1","Family","Mount Pleasant","SC",,"29464",,"CAL 3C","California 3","1","Enrolled","10-04-2021","10-04-2021",,"No","4","Met expectations","Just Right","Not Sure","BCO","Off the Charts (Highest)","Alumni",
"1538","6736","17","10th","Female","Charlotte Country Day School","1","1","Catalog","Charlotte","NC",,"28211",,"SPM 2B","Spain + Morocco 2",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Met expectations","Just Right","Not Sure","KIL","5","Alumni",
"1539","8247","17","9th","Male","Pace Academy","1","1","Friend","Atlanta","GA",,"30342",,"SPM 2A","Spain + Morocco 2",,"Enrolled","09-09-2021","09-10-2021",,"No",,,,,,"3","Alumni",
"1540","9496","13","6th","Male","Atlanta International School","1","1","Word of Mouth","Atlanta","GA",,"30309",,"CAL 3C","California 3",,"Enrolled","02-21-2022","06-04-2022","06-04-2022","No","4","Met expectations","Just Right","Yes","COT; MID","3","Alumni",
"1541","8427","18","10th","Male","Pace Academy","1","0","Friend","Atlanta","GA",,"30342",,"HWI 3B","Hawaiian Islands 3",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Met expectations","Just Right","Yes",,"5","Alumni",
"1542","6986","16","9th","Male","The Lovett School","3","1","Friend","Atlanta","GA",,"30327",,"FIJ 1B","Fiji 1",,"Enrolled","08-13-2021","04-25-2022","01-17-2022","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KIL, DOL, THA, MPU","4","Enrolled","CHA 6B"
"1543","8434","16","9th","Male","St. Davids School","1","0","Friend","Raleigh","NC",,"27612",,"BGW 3A","Big Wild 3",,"Enrolled","09-09-2021","09-13-2021",,"Yes","5","Met expectations","Just Right","Yes","CRO; FIJ","Off the Charts (Highest)","Alumni",
"1544","9531","17","9th","Female","Sun Valley Community School","1","0","Friend","Sun Valley","ID",,"83353",,"FIJ 3A","FIJ 3",,"Enrolled","03-01-2022","03-15-2022",,"No","5","Met expectations","Just Right","Not Sure",,"4","Alumni",
"1545","8246","16","9th","Female","Holy Innocents Episcopal School","1","0","Friend","Atlanta","GA",,"30327",,"CAN 3","Canyonlands 3",,"Enrolled","09-09-2021","09-10-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ, HWI, EGP","5","Alumni",
"1546","8607","15","8th","Male","Rocky Mount Academy","2","0","Friend","Rocky Mount","NC",,"27804",,"MAU 2B","Maui 2",,"Enrolled","09-09-2021","09-10-2021",,"Yes","5","Met expectations","Just Right","Not Sure","BCR","4","Enrolled","SAF 2A"
"1547","3517","19","11th","Male","Charlotte Catholic High School","1","1","I'm a Moondance Alumni","Charlotte","NC","United States","28210",,"NLT 2A","Northern Lights 2",,"Enrolled","09-14-2021","01-20-2022","01-20-2022","No","Off the Charts (Highest)","Met expectations","Just Right","Yes","YOS; KIL; CHA","Off the Charts (Highest)","Alumni",
"1548","9083","13","6th","Male","Louisville Collegiate School","3","2","Friend","Glenview","KY",,"40025",,"COT 1B","Colorado Trail 1",,"Enrolled","11-10-2021","11-10-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CAL","5","Enrolled","CAL 3C"
"1549","8571","18","10th","Female","Providence Day School","2","0","Friend","Charlotte","NC",,"28226",,"OLY 3","The Olympics 3",,"Enrolled","09-09-2021","09-17-2021",,"No",,,,,,"Off the Charts (Highest)","Enrolled","KEZ 1A"
"1550","5209","17","10th","Female","Ashley Hall School","2","0","Family","Mount Pleasant","SC",,"29464",,"KEZ 2A","Kenya + Zanzibar 2",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes",,"4","Alumni",
"1551","6397","17","9th","Male","Woodberry Forest School","2","1","Friend","Wilmington","NC",,"28403",,"BCR 2B","Belize+Costa Rica 2",,"Enrolled","10-03-2021","10-04-2021",,"No","3","Did not meet expectations","Just Right","Not Sure",,"1","Enrolled","HWI 2B"
"1552","6446","18","11th","Female","St. Mary's School (Raleigh)","3","0","I'm a sibling of a Moondance Alumni","Raleigh","NC","United States","27608",,"NLT 2A","Northern Lights 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","CHA; KIL; MYS","Off the Charts (Highest)","Enrolled","CHA 3A"
"1553","8340","16","8th","Male","Virginia Episcopal School (VES)","2","1","Friend","Greensboro","NC","United States","27408",,"BCR 1B","Belize+Costa Rica 1B",,"Enrolled","09-14-2021","03-31-2022","03-09-2022, 03-31-2022","Yes","4","Met expectations","Just Right","Not Sure",,"4","Enrolled","EGP 1B"
"1554","7440","17","10th","Male","Charlotte Christian School","4","0","I'm a Moondance Alumni","Charlotte","NC",,"28211",,"DOL 1A","Dolomites 1",,"Enrolled","08-12-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"5","Enrolled","KIL 2.5"
"1555","8610","16","9th","Female","Mountain Brook High School","2","1","Friend","Birmingham","AL",,"35243",,"BGW 3A","Big Wild 3",,"Enrolled","09-09-2021","09-21-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO; MYS; SPM","5","Enrolled","SLO 2B"
"1556","7957","15","8th","Female","John Burroughs School","3","1","Friend","St. Louis","MO","United States","63131",,"BCO 2A","British Columbia 2",,"Enrolled","09-09-2021","09-10-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ","4","Enrolled","CRO 2A"
"1557","3783","18","11th","Female","Hammond School","2","1","I'm a Moondance Alumni","Columbia","SC",,"29206",,"KEZ 3B","Kenya + Zanzibar 3",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Exceeded expectations","Just Right","Not Sure","NLT; SLO; THA","5","Alumni",
"1558","9281","16","10th","Male","The Wellington School","1","0","Friend","Columbus","OH",,"43220",,"DOL 1B","Dolomites 1",,"Enrolled","01-05-2022","01-05-2022",,"Yes","5","Met expectations","Just Right","No",,"3","Alumni",
"1559","9345","18","11th","Male","Mountain Brook High School","1","0","Friend","Birmingham","AL",,"35223",,"CHA 3B","Chamonix Alps 3",,"Enrolled","02-01-2022","02-01-2022",,"No",,,,,,"3","Alumni",
"1560","5747","16","8th","Female","John Burroughs School","4","0","Friend","St. Louis","MO",,"63141",,"BCR 1C","Belize+Costa Rica 1",,"Enrolled","08-12-2021","11-30-2021","11-30-2021","Yes","5","Exceeded expectations","Just Right","Yes","FIJ, EGP, SAF","Off the Charts (Highest)","Enrolled","CRO 1A"
"1561","9238","18","10th","Female","American Heritage Palm Beach","2","1","Friend","Boca Raton","FL",,"33487",,"MPU 3","Machu Picchu 3",,"Enrolled","12-20-2021","02-08-2022",,"No","4","Met expectations","Too Long","Not Sure","CHA, NOR, KEZ, THA","4","Enrolled","KEZ 3A"
"1562","9456","15","7th","Female","ACS Cobham International School UK","1","0","Friend","London","INTL","United Kingdom","SW6 6DR",,"BCO 2C","British Columbia 2",,"Enrolled","02-09-2022","02-22-2022",,"Yes",,,,,,"4","Alumni",
"1563","7087","14","7th","Male","The Lovett School","2","0","Friend","Atlanta","GA","United States","30319",,"BCO 2C","British Columbia 2",,"Enrolled","08-22-2021","08-30-2021",,"No",,,,,,"4","Waitlist Only",
"1564","8182","16","8th","Female","Holy Trinity Catholic Middle School","1","2","Word of Mouth","Charlotte","NC","United States","28211",,"MAU 2C","Maui 2",,"Enrolled","08-26-2021","08-30-2021",,"No","5","Met expectations","Just Right","Not Sure","CRO, SAF","5","Alumni",
"1565","8808","17","10th","Male","Charlotte Latin School","3","0","Friend","Charlotte","NC",,"28270",,"EGP 2A","Ecuador+Galapagos 2",,"Enrolled","09-28-2021","09-28-2021",,"No","5","Met expectations","Just Right","Not Sure",,"5","Enrolled","HWI 2A"
"1566","5748","16","8th","Male","The Westminster Schools","4","1","Friend","Atlanta","GA",,"30327",,"MAU 3C","Maui 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ","5","Enrolled","SAF 1A"
"1567","6371","19","12th","Male","Charles E. Smith Jewish High School","2","0","Friend","Lake Barrington","IL",,"60010",,"MYS 1","Mystery Trip 1",,"Enrolled","08-16-2021","12-17-2021","12-17-2021","No","5","Exceeded expectations","Just Right","No",,"5","Alumni",
"1568","6855","17","10th","Female","Pace Academy","2","0","Catalog","Atlanta","GA",,"30327",,"EGP 1A","Ecuador+Galapagos 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","4","Met expectations","Just Right","Not Sure","YEL","4","Alumni",
"1569","7750","19","12th","Female","McGill Toolen Catholic High School","1","0","Friend","Mobile","AL",,"36609",,"NLT 1A","Northern Lights 1",,"Enrolled","09-09-2021","09-16-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"1570","6196","17","10th","Female","St. Catherine's School","2","0","Friend","Richmond","VA",,"23226",,"DOL 3A","Dolomites 3",,"Enrolled","10-20-2021","10-21-2021",,"No","5","Exceeded expectations","Just Right","Not Sure","MPU, CHA, THA","Off the Charts (Highest)","Alumni",
"1571","8471","16","9th","Female","Broughton High School","1","0","Friend","Raleigh","NC",,"27608",,"BCR 3B","Belize+Costa Rica 3",,"Enrolled","09-09-2021","11-04-2021",,"Yes","5","Met expectations","Just Right","Yes","SAF, HWI",,"Alumni",
"1572","5799","16","8th","Female","Charlotte Country Day School","2","1","Friend","Charlotte","NC","United States","28207",,"BCR 1A","Belize+Costa Rica 1",,"Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","FIJ","Off the Charts (Highest)","Alumni",
"1573","7859","16","8th","Male","Oxford Middle School","1","1","Friend","Oxford","MS",,"38655",,"BGW 2C","Big Wild 2",,"Enrolled","10-19-2021","10-19-2021",,"Yes","5","Met expectations","Just Right","Yes","MAU","4","Alumni",
"1574","8446","17","10th","Female","The Lovett School","2","1","Friend","Atlanta","GA",,"30305",,"YEL 1","Yellowstone 1",,"Enrolled","09-09-2021","09-09-2021",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","MAD 1"
"1575","5741","15","8th","Male","John Burroughs School","3","1","I'm a Moondance Alumni","St. Louis","MO",,"63124",,"CAN 2","Canyonlands 2",,"Enrolled","02-15-2022","02-15-2022",,"Yes","4","Met expectations","Just Right","Yes",,"5","Enrolled","FIJ 1B"
"1576","8948","14","6th","Male","Trinity School","1","0","Friend","Atlanta","GA",,"30339",,"COT 2B","Colorado Trail 2",,"Enrolled","10-05-2021","10-06-2021",,"No",,,,,,"4","Alumni",
"1577","8424","15","7th","Female","Mount Vernon Presbyterian School","3","0","Friend","Atlanta","GA",,"30328",,"COT 3B","Colorado Trail 3",,"Enrolled","09-09-2021","09-10-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","BCR; HWI","Off the Charts (Highest)","Enrolled","BCR 3B"
"1578","5228","17","10th","Female","St. Josephs Academy","1","1","Friend","Baton Rouge","LA",,"70806",,"CRO 3A","Croatia 3",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CHA; SAF","Off the Charts (Highest)","Alumni",
"1579","9084","14","7th","Male","Midtown High School","2","0","Word of Mouth","Atlanta","GA",,"30306",,"BCO 2C","British Columbia 2",,"Enrolled","11-06-2021","11-10-2021",,"No",,,,,,"4","Alumni",
"1580","6488","15","8th","Female","St. Joseph's Academy","3","1","Friend","Baton Rouge","LA","United States","70809",,"MAU 1B","Maui 1",,"Enrolled","08-12-2021","08-13-2021",,"No","4",,"Just Right","No",,"Off the Charts (Highest)","Alumni",
"1581","7156","15","8th","Female","Hammond School","4","0","Family","Columbia","SC","United States","29209",,"BCR 3C","Belize+Costa Rica 3",,"Enrolled","08-12-2021","08-13-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","SPM","Off the Charts (Highest)","Enrolled","SAF 2A"
"1582","4679","18","11th","Female","Charlotte Catholic High School","2","0","Competitor","Waxhaw","NC","United States","28173",,"MPU 1","Machu Picchu 1",,"Enrolled","08-12-2021","08-12-2021",,"No","4","Met expectations","Just Right","Not Sure",,"2","Alumni",
"1583","1181","19","12th","Female","Harpeth Hall School","3","1","School Auction","Nashville","TN","United States","37215",,"HWI 1A","Hawaiian Islands 1","1","Enrolled","08-12-2021","08-12-2021",,"No","4","Met expectations","Just Right","No",,"4","Alumni",
"1584","6464","16","9th","Female","Harpeth Hall School","2","1","School Auction","Nashville","TN","United States","37215",,"ICE 1A","Iceland 1","1","Enrolled","08-12-2021","08-12-2021",,"No","5","Exceeded expectations","Just Right","Yes","INTL","Off the Charts (Highest)","Cancelled",
"1585","9791","14","7th","Male","The Latin School of Chicago","1","0","Friend","Chicago","IL",,"60610",,"BCO 2C","British Columbia 2",,"Enrolled","06-04-2022","06-05-2022",,"No",,,,,,"4","Alumni",
"1586","9272","15","7th","Female","Our Lady of Lourdes Catholic School","1","1","Friend","Raleigh","NC",,"27608",,"CAL 2A","California 2",,"Enrolled","01-06-2022","01-06-2022",,"Yes","4","Met expectations","Just Right","Yes","MAU, CAN","Off the Charts (Highest)","Alumni",
"1587","5263","17","10th","Female","Collegiate School","1","1","Word of Mouth","Richmond","VA",,"23226","No","HWI 3A","Hawaiian Islands 3",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Exceeded expectations","Just Right","Yes","FIJ","5","Alumni",
"1588","9207","18","11th","Male","North Atlanta High School","2","0","Friend","Atlanta","GA",,"30324",,"SLO 2B","SLO 2",,"Enrolled","12-05-2021","12-06-2021",,"Yes","5","Exceeded expectations","Too Short","Yes","KEZ","4","Enrolled","KEZ 2A"
"1589","5260","15","8th","Female","Miss Porters","2","1","Friend","Dallas","TX",,"75225",,"MAU 1C","Maui 1",,"Enrolled","08-19-2021","08-19-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","CRO, FIJ","Off the Charts (Highest)","Enrolled","FIJ 2B"
"1590","7176","17","9th","Male","MBA - Montgomery Bell Academy","4","0","Friend","Nashville","TN",,"37215",,"ICE 2B","Iceland 2",,"Enrolled","09-11-2021","09-13-2021",,"No","5","Exceeded expectations","Too Short","Yes","SPM, EGP","Off the Charts (Highest)","Enrolled","DOL 1B"
"1591","6170","17","9th","Male","North Shore Country Day School","3","1","Word of Mouth","Winnetka","IL","United States","60093",,"DOL 2A","Dolomites 2",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Exceeded expectations","Just Right","Yes","HWI, FIJ","Off the Charts (Highest)","Enrolled","NLT 2B"
"1592","7936","16","9th","Female","Spring Lake Middle School","1","1","Friend","Spring Lake","MI",,"49456",,"MID 1","Midnight Sun 1",,"Enrolled","09-09-2021","09-10-2021",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Cancelled",
"1593","9642","15","7th","Female","Heathwood Hall Episcopal School","2","1","Home Presentation","Columbia","SC",,"29204",,"BCO 1B","British Columbia 1",,"Enrolled","04-03-2022","04-04-2022",,"No","5","Met expectations","Too Short","Yes",,"Off the Charts (Highest)","Enrolled","BCR 1B"
"1594","8444","17","9th","Male","Grosse Pointe South High School","1","0","Web Search","Orchard Lake","MI",,"48324",,"SAF 2B","South Africa 2",,"Enrolled","09-09-2021","12-13-2021","12-13-2021","No","4","Exceeded expectations","Too Short","Yes","KIL. THA, HWI","Off the Charts (Highest)","Alumni",
"1595","7120","18","11th","Female","Isidore Newman School","2","1","Friend","New Orleans","LA",,"70118",,"SLO 3","Slovenia 3",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Exceeded expectations","Just Right","Yes","MYS, CHA","Off the Charts (Highest)","Alumni",
"1596","5830","17","10th","Female","Broughton High School","3","1","Friend","Raleigh","NC","United States","27608",,"SPM 3B","Spain+Morocco 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","KIL","Off the Charts (Highest)","Enrolled","SLO 2B"
"1597","3904","18","11th","Female","Fusion Academy","2","0","Word of Mouth","Charlotte","NC",,"28207",,"KEZ 3B","Kenya + Zanzibar 3",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure","THA","5","Alumni",
"1598","8637","15","8th","Male","Mount Vernon Presbyterian School","1","1","Friend","Atlanta","GA",,"30318",,"MAU 1C","Maui 1",,"Enrolled","09-09-2021","09-13-2021",,"Yes","3","Exceeded expectations","Just Right","No",,"4","Alumni",
"1599","6817","16","9th","Female","St. David's School","3","0","I'm a sibling of a Moondance Alumni","Raleigh","NC","United States","27609",,"BCR 3A","Belize+Costa Rica 3",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Just Right","Yes","SAF, EGP","Off the Charts (Highest)","Enrolled","EGP 3A"
"1600","6898","15","8th","Female","Brookstone School","4","0","Friend","Seale","AL",,"36875",,"BCR 1A","Belize+Costa Rica 1",,"Enrolled","08-12-2021","09-29-2021","09-29-2021","No","4","Met expectations","Just Right","Yes","SAF, THA","Off the Charts (Highest)","Enrolled","MAU 1A"
"1601","8541","16","8th","Female","Providence Day School","1","0","Friend","Charlotte","NC",,"28209",,"BGW 2C","Big Wild 2",,"Enrolled","09-20-2021","02-03-2022",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","ICE, MAU","4","Waitlist Only",
"1602","8558","16","9th","Female","Broughton High School","3","0","Social Media","Raleigh","NC",,"27608",,"BGW 3B","Big Wild 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","FIJ, THA","Off the Charts (Highest)","Enrolled","FIJ 3B"
"1603","6894","17","10th","Male","MBA- Montgomery Bell Academy","2","1","I'm a Moondance Alumni","Nashville","TN",,"37215","No","CHA 1B","Chamonix Alps 1",,"Enrolled","08-15-2021","08-16-2021",,"No","5","Met expectations","Just Right","Not Sure","DOL","Off the Charts (Highest)","Alumni",
"1604","2144","18","11th","Female","St. George's School","3","1","Family","New York","NY",,"10021",,"CHA 4A","Chamonix 4","1","Enrolled","08-12-2021","08-12-2021",,"Yes","5","Exceeded expectations","Just Right","Not Sure","KIL; KEZ; MYS","Off the Charts (Highest)","Alumni",
"1605","5377","18","11th","Female","Harpeth Hall School","2","0","Friend","Nashville","TN",,"37215",,"CHA 4A","Chamonix 4",,"Enrolled","08-12-2021","08-13-2021",,"Yes","5","Exceeded expectations","Just Right","Not Sure","MYS; KIL, THA, KEZ","Off the Charts (Highest)","Alumni",
"1606","7247","16","9th","Female","Loyola College Prep","1","0","Friend","Shreveport","LA",,"71106",,"BCR 1C","Belize+Costa Rica 1",,"Enrolled","09-09-2021","11-15-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CHA, MPU","5","Cancelled",
"1607","8197","16","9th","Female","Marymount School of New York","4","1","Family","New York","NY",,"10021",,"MAU 3B","Maui 3","1","Enrolled","08-19-2021","08-19-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","FIJ; HWI","Off the Charts (Highest)","Enrolled","SAF 3B"
"1608","9382","18","10th","Female","Episcopal Collegiate School (Arkansas)","2","1","Friend","Little Rock","AR",,"72207",,"MPU 2","Machu Picchu 2",,"Enrolled","01-24-2022","03-08-2022",,"No",,,,,,"5","Enrolled","DOL 2A"
"1609","3884","18","11th","Female","St. Catherine's School","4","0","Family","Richmond","VA",,"23221",,"CHA 4B","Chamonix 4",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MYS, KIL","Off the Charts (Highest)","Enrolled","KIL 4"
"1610","8300","15","8th","Female","Hutchison School","1","2","I'm a Moondance Alumni","Memphis","TN",,"38120","Yes","BCR 1B","Belize+Costa Rica 1B",,"Enrolled","09-21-2021","02-25-2022",,"No","4","Met expectations","Just Right","Yes","EGP, THA, FIJ","1","Waitlist Only",
"1611","6238","17","9th","Female","Episcopal High School","1","2","Friend","Houston","TX",,"77019",,"EGP 3B","Ecuador+Galapagos 3",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Exceeded expectations","Just Right","No",,"4","Alumni",
"1612","6849","17","10th","Female","Mount Vernon Presbyterian School","3","1","Family","Atlanta","GA",,"30342",,"HWI 1B","Hawaiian Islands 1",,"Enrolled","08-19-2021","02-15-2022",,"No","5","Exceeded expectations","Just Right","Yes","CRO, FIJ, DOL","Off the Charts (Highest)","Enrolled","SLO 1B"
"1613","9051","15","9th","Female","Brian Walsh","1","2","Social Media","Yonkers","NY","United States","10707",,"MID 3","MID3",,"Enrolled","11-09-2021","02-03-2022",,"No","5","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Alumni",
"1614","6961","17","9th","Male","The Lovett School","2","1","Family","Atlanta","GA",,"30339",,"FIJ 1B","Fiji 1",,"Enrolled","08-13-2021","04-25-2022","04-25-2022","Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","KIL","3","Alumni",
"1615","7552","18","11th","Female","Mountain Brook High School","2","0","Friend","Birmingham","AL",,"35213",,"CHA 2A","Chamonix Alps 2",,"Enrolled","03-04-2022","04-04-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MYS, KIL, YOS","5","Alumni",
"1616","8946","18","11th","Female","Athens Academy","1","0","Friend","Athens","GA",,"30606",,"THA 2B","Thailand 2",,"Enrolled","10-05-2021","10-07-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","CHA","Off the Charts (Highest)","Alumni",
"1617","8716","15","8th","Male","Wilmington Academy of Arts and Sciences","3","0","Family","Wilmington","NC",,"28405",,"BGW 3B","Big Wild 3",,"Enrolled","09-10-2021","09-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","CRO 3B"
"1618","8602","15","8th","Male","Charlotte Country Day School","3","0","Friend","Charlotte","NC",,"28207",,"MAU 1C","Maui 1",,"Enrolled","09-09-2021","09-13-2021","09-13-2021","Yes","5","Exceeded expectations","Just Right","Yes","BCR, ICE","5","Enrolled","EGP 1A"
"1619","8780","16","8th","Male","University School of Nashville","1","0","Friend","Nashville","TN",,"37215",,"ICE 3B","Iceland 3",,"Enrolled","09-14-2021","09-14-2021",,"Yes","5","Met expectations","Just Right","Yes","DOL","5","Alumni",
"1620","9419","17","10th","Male","Trinity High School","1","1","Friend","Louisville","KY",,"40223",,"YOS 1","Yosemite 1",,"Enrolled","02-02-2022","02-02-2022",,"No","5","Met expectations","Too Long","Not Sure","CHA, SLO","5","Alumni",
"1621","8056","15","8th","Female","Rosarian Academy","3","2","Friend","West Palm Beach","FL",,"33405",,"MAU 1C","Maui 1",,"Enrolled","08-13-2021","08-19-2021",,"Yes","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Enrolled","EGP 1B"
"1622","9617","17","9th","Male","MBA- Montgomery Bell Academy","1","0","Friend","Nashville","TN",,"37215",,"EGP 3A","Ecuador+Galapagos 3",,"Enrolled","04-05-2022","04-12-2022",,"No","5","Met expectations","Just Right","Not Sure","NLT; MID; MYS","Off the Charts (Highest)","Alumni",
"1623","2646","18","10th","Female","Riners Academy Alpharetta","2","0","Friend","Dunwoody","GA",,"30338",,"THA 2B","Thailand 2",,"Enrolled","03-10-2022","04-01-2022","04-01-2022","No","4","Met expectations","Just Right","Yes","NLT; KIL; HWI","Off the Charts (Highest)","Enrolled","YOS 1"
"1624","6807","16","9th","Female","St. Pius X Catholic School GSO","2","0","Friend","Greensboro","NC",,"27408",,"FIJ 3A","FIJ 3",,"Enrolled","08-12-2021","08-12-2021",,"No","3","Did not meet expectations","Too Long","No",,"4","Alumni",
"1625","2439","18","10th","Female","Episcopal High School of Baton Rouge","3","1","Friend","Baton Rouge","LA",,"70808",,"FIJ 1A","Fiji 1",,"Enrolled","08-12-2021","08-12-2021",,"No","5","Met expectations","Too Long","Yes","THA, HWI","5","Enrolled","SLO 1B"
"1626","6031","18","10th","Male","Episcopal High School","2","0","Friend","Bellaire","TX",,"77401",,"SLO 3","Slovenia 3",,"Enrolled","09-27-2021","12-15-2021","12-15-2021","No","4","Met expectations","Just Right","Yes","KEZ","5","Alumni",
